Geocódigo;Nome do município;Sigla da UF;Bioma predominante
2302602;Camocim;CE;Caatinga
2302701;Campos Sales;CE;Caatinga
2302800;Canindé;CE;Caatinga
2302909;Capistrano;CE;Caatinga
2303006;Caridade;CE;Caatinga
2303105;Cariré;CE;Caatinga
2303204;Caririaçu;CE;Caatinga
2303303;Cariús;CE;Caatinga
2303402;Carnaubal;CE;Caatinga
2303501;Cascavel;CE;Caatinga
2303600;Catarina;CE;Caatinga
2303659;Catunda;CE;Caatinga
2303709;Caucaia;CE;Caatinga
2303808;Cedro;CE;Caatinga
2303907;Chaval;CE;Caatinga
2303931;Choró;CE;Caatinga
2303956;Chorozinho;CE;Caatinga
2304004;Coreaú;CE;Caatinga
2304103;Crateús;CE;Caatinga
2304202;Crato;CE;Caatinga
2304236;Croatá;CE;Caatinga
2304251;Cruz;CE;Caatinga
2304269;Deputado Irapuan Pinheiro;CE;Caatinga
2304277;Ereré;CE;Caatinga
2304285;Eusébio;CE;Caatinga
2304301;Farias Brito;CE;Caatinga
2304350;Forquilha;CE;Caatinga
2304400;Fortaleza;CE;Caatinga
2304459;Fortim;CE;Caatinga
2304509;Frecheirinha;CE;Caatinga
2304608;General Sampaio;CE;Caatinga
2304657;Graça;CE;Caatinga
2304707;Granja;CE;Caatinga
2304806;Granjeiro;CE;Caatinga
2304905;Groaíras;CE;Caatinga
2304954;Guaiúba;CE;Caatinga
2305001;Guaraciaba do Norte;CE;Caatinga
2305100;Guaramiranga;CE;Caatinga
2305209;Hidrolândia;CE;Caatinga
2305233;Horizonte;CE;Caatinga
2305266;Ibaretama;CE;Caatinga
2305308;Ibiapina;CE;Caatinga
2305332;Ibicuitinga;CE;Caatinga
2305357;Icapuí;CE;Caatinga
2305407;Icó;CE;Caatinga
2305506;Iguatu;CE;Caatinga
2305605;Independência;CE;Caatinga
2305654;Ipaporanga;CE;Caatinga
2305704;Ipaumirim;CE;Caatinga
2305803;Ipu;CE;Caatinga
2305902;Ipueiras;CE;Caatinga
2306009;Iracema;CE;Caatinga
2306108;Irauçuba;CE;Caatinga
2306207;Itaiçaba;CE;Caatinga
2306256;Itaitinga;CE;Caatinga
2306306;Itapajé;CE;Caatinga
2306405;Itapipoca;CE;Caatinga
2306504;Itapiúna;CE;Caatinga
2306553;Itarema;CE;Caatinga
2306603;Itatira;CE;Caatinga
2306702;Jaguaretama;CE;Caatinga
2306801;Jaguaribara;CE;Caatinga
2306900;Jaguaribe;CE;Caatinga
2307007;Jaguaruana;CE;Caatinga
2307106;Jardim;CE;Caatinga
2307205;Jati;CE;Caatinga
2307254;Jijoca de Jericoacoara;CE;Caatinga
2307304;Juazeiro do Norte;CE;Caatinga
2307403;Jucás;CE;Caatinga
2307502;Lavras da Mangabeira;CE;Caatinga
2307601;Limoeiro do Norte;CE;Caatinga
2307635;Madalena;CE;Caatinga
2307650;Maracanaú;CE;Caatinga
2307700;Maranguape;CE;Caatinga
2307809;Marco;CE;Caatinga
2307908;Martinópole;CE;Caatinga
2308005;Massapê;CE;Caatinga
2308104;Mauriti;CE;Caatinga
2308203;Meruoca;CE;Caatinga
2308302;Milagres;CE;Caatinga
2308351;Milhã;CE;Caatinga
2308377;Miraíma;CE;Caatinga
2308401;Missão Velha;CE;Caatinga
2308500;Mombaça;CE;Caatinga
2308609;Monsenhor Tabosa;CE;Caatinga
2308708;Morada Nova;CE;Caatinga
2308807;Moraújo;CE;Caatinga
2308906;Morrinhos;CE;Caatinga
2309003;Mucambo;CE;Caatinga
2309102;Mulungu;CE;Caatinga
2309201;Nova Olinda;CE;Caatinga
2309300;Nova Russas;CE;Caatinga
2309409;Novo Oriente;CE;Caatinga
2309458;Ocara;CE;Caatinga
2309508;Orós;CE;Caatinga
2309607;Pacajus;CE;Caatinga
2309706;Pacatuba;CE;Caatinga
2309805;Pacoti;CE;Caatinga
2309904;Pacujá;CE;Caatinga
2310001;Palhano;CE;Caatinga
2310100;Palmácia;CE;Caatinga
2310209;Paracuru;CE;Caatinga
2310258;Paraipaba;CE;Caatinga
2310308;Parambu;CE;Caatinga
2310407;Paramoti;CE;Caatinga
2310506;Pedra Branca;CE;Caatinga
2310605;Penaforte;CE;Caatinga
2310704;Pentecoste;CE;Caatinga
2310803;Pereiro;CE;Caatinga
2310852;Pindoretama;CE;Caatinga
2310902;Piquet Carneiro;CE;Caatinga
2310951;Pires Ferreira;CE;Caatinga
2311009;Poranga;CE;Caatinga
2311108;Porteiras;CE;Caatinga
2311207;Potengi;CE;Caatinga
2311231;Potiretama;CE;Caatinga
2311264;Quiterianópolis;CE;Caatinga
2311306;Quixadá;CE;Caatinga
2311355;Quixelô;CE;Caatinga
2311405;Quixeramobim;CE;Caatinga
2311504;Quixeré;CE;Caatinga
2311603;Redenção;CE;Caatinga
2311702;Reriutaba;CE;Caatinga
2311801;Russas;CE;Caatinga
2311900;Saboeiro;CE;Caatinga
2311959;Salitre;CE;Caatinga
2312007;Santana do Acaraú;CE;Caatinga
2312106;Santana do Cariri;CE;Caatinga
2312205;Santa Quitéria;CE;Caatinga
2312304;São Benedito;CE;Caatinga
2312403;São Gonçalo do Amarante;CE;Caatinga
2312502;São João do Jaguaribe;CE;Caatinga
2312601;São Luís do Curu;CE;Caatinga
2312700;Senador Pompeu;CE;Caatinga
2312809;Senador Sá;CE;Caatinga
2312908;Sobral;CE;Caatinga
2313005;Solonópole;CE;Caatinga
2313104;Tabuleiro do Norte;CE;Caatinga
2313203;Tamboril;CE;Caatinga
2313252;Tarrafas;CE;Caatinga
2313302;Tauá;CE;Caatinga
2313351;Tejuçuoca;CE;Caatinga
2313401;Tianguá;CE;Caatinga
2313500;Trairi;CE;Caatinga
2313559;Tururu;CE;Caatinga
2313609;Ubajara;CE;Caatinga
2313708;Umari;CE;Caatinga
2313757;Umirim;CE;Caatinga
2313807;Uruburetama;CE;Caatinga
2313906;Uruoca;CE;Caatinga
2313955;Varjota;CE;Caatinga
2314003;Várzea Alegre;CE;Caatinga
2314102;Viçosa do Ceará;CE;Caatinga
2400109;Acari;RN;Caatinga
2400208;Açu;RN;Caatinga
2400307;Afonso Bezerra;RN;Caatinga
2400406;Água Nova;RN;Caatinga
2400505;Alexandria;RN;Caatinga
2400604;Almino Afonso;RN;Caatinga
2400703;Alto do Rodrigues;RN;Caatinga
2400802;Angicos;RN;Caatinga
2400901;Antônio Martins;RN;Caatinga
2401008;Apodi;RN;Caatinga
2401107;Areia Branca;RN;Caatinga
2401206;Arês;RN;Mata Atlântica
2401305;Campo Grande;RN;Caatinga
2401404;Baía Formosa;RN;Mata Atlântica
2401453;Baraúna;RN;Caatinga
2401503;Barcelona;RN;Caatinga
2401602;Bento Fernandes;RN;Caatinga
2401651;Bodó;RN;Caatinga
2401701;Bom Jesus;RN;Caatinga
2401800;Brejinho;RN;Caatinga
2401859;Caiçara do Norte;RN;Caatinga
2401909;Caiçara do Rio do Vento;RN;Caatinga
2402006;Caicó;RN;Caatinga
2402105;Campo Redondo;RN;Caatinga
2402204;Canguaretama;RN;Mata Atlântica
2402303;Caraúbas;RN;Caatinga
2402402;Carnaúba dos Dantas;RN;Caatinga
2402501;Carnaubais;RN;Caatinga
2402600;Ceará-Mirim;RN;Caatinga
2402709;Cerro Corá;RN;Caatinga
2402808;Coronel Ezequiel;RN;Caatinga
2402907;Coronel João Pessoa;RN;Caatinga
2403004;Cruzeta;RN;Caatinga
2403103;Currais Novos;RN;Caatinga
2403202;Doutor Severiano;RN;Caatinga
2403251;Parnamirim;RN;Caatinga
2403301;Encanto;RN;Caatinga
2403400;Equador;RN;Caatinga
2403509;Espírito Santo;RN;Mata Atlântica
2403608;Extremoz;RN;Caatinga
2403707;Felipe Guerra;RN;Caatinga
2403756;Fernando Pedroza;RN;Caatinga
2403806;Florânia;RN;Caatinga
2403905;Francisco Dantas;RN;Caatinga
2404002;Frutuoso Gomes;RN;Caatinga
2404101;Galinhos;RN;Caatinga
2404200;Goianinha;RN;Mata Atlântica
2404309;Governador Dix-Sept Rosado;RN;Caatinga
2404408;Grossos;RN;Caatinga
2404507;Guamaré;RN;Caatinga
2404606;Ielmo Marinho;RN;Caatinga
2404705;Ipanguaçu;RN;Caatinga
2404804;Ipueira;RN;Caatinga
2404853;Itajá;RN;Caatinga
2404903;Itaú;RN;Caatinga
2405009;Jaçanã;RN;Caatinga
2405108;Jandaíra;RN;Caatinga
2405207;Janduís;RN;Caatinga
2405306;Januário Cicco;RN;Caatinga
2405405;Japi;RN;Caatinga
2405504;Jardim de Angicos;RN;Caatinga
2405603;Jardim de Piranhas;RN;Caatinga
2405702;Jardim do Seridó;RN;Caatinga
2405801;João Câmara;RN;Caatinga
2405900;João Dias;RN;Caatinga
2406007;José da Penha;RN;Caatinga
2406106;Jucurutu;RN;Caatinga
2406155;Jundiá;RN;Caatinga
2406205;Lagoa d'Anta;RN;Caatinga
2406304;Lagoa de Pedras;RN;Caatinga
2406403;Lagoa de Velhos;RN;Caatinga
2406502;Lagoa Nova;RN;Caatinga
2406601;Lagoa Salgada;RN;Caatinga
2406700;Lajes;RN;Caatinga
2406809;Lajes Pintadas;RN;Caatinga
2406908;Lucrécia;RN;Caatinga
2407005;Luís Gomes;RN;Caatinga
2407104;Macaíba;RN;Caatinga
2407203;Macau;RN;Caatinga
2407252;Major Sales;RN;Caatinga
2407302;Marcelino Vieira;RN;Caatinga
2407401;Martins;RN;Caatinga
2407500;Maxaranguape;RN;Mata Atlântica
2407609;Messias Targino;RN;Caatinga
2407708;Montanhas;RN;Caatinga
2407807;Monte Alegre;RN;Caatinga
2407906;Monte das Gameleiras;RN;Caatinga
2408003;Mossoró;RN;Caatinga
2408102;Natal;RN;Mata Atlântica
2408201;Nísia Floresta;RN;Mata Atlântica
2408300;Nova Cruz;RN;Caatinga
2408409;Olho d'Água do Borges;RN;Caatinga
2408508;Ouro Branco;RN;Caatinga
2408607;Paraná;RN;Caatinga
2408706;Paraú;RN;Caatinga
2408805;Parazinho;RN;Caatinga
2408904;Parelhas;RN;Caatinga
2408953;Rio do Fogo;RN;Caatinga
2409100;Passa e Fica;RN;Caatinga
2409209;Passagem;RN;Caatinga
2409308;Patu;RN;Caatinga
2409332;Santa Maria;RN;Caatinga
2409407;Pau dos Ferros;RN;Caatinga
2409506;Pedra Grande;RN;Caatinga
2409605;Pedra Preta;RN;Caatinga
2409704;Pedro Avelino;RN;Caatinga
2409803;Pedro Velho;RN;Caatinga
2409902;Pendências;RN;Caatinga
2410009;Pilões;RN;Caatinga
2410108;Poço Branco;RN;Caatinga
2410207;Portalegre;RN;Caatinga
2410256;Porto do Mangue;RN;Caatinga
2410306;Serra Caiada;RN;Caatinga
2410405;Pureza;RN;Caatinga
2410504;Rafael Fernandes;RN;Caatinga
2410603;Rafael Godeiro;RN;Caatinga
2410702;Riacho da Cruz;RN;Caatinga
2410801;Riacho de Santana;RN;Caatinga
2410900;Riachuelo;RN;Caatinga
2411007;Rodolfo Fernandes;RN;Caatinga
2411056;Tibau;RN;Caatinga
2411106;Ruy Barbosa;RN;Caatinga
2411205;Santa Cruz;RN;Caatinga
2411403;Santana do Matos;RN;Caatinga
2411429;Santana do Seridó;RN;Caatinga
2411502;Santo Antônio;RN;Caatinga
2411601;São Bento do Norte;RN;Caatinga
2411700;São Bento do Trairí;RN;Caatinga
2411809;São Fernando;RN;Caatinga
2411908;São Francisco do Oeste;RN;Caatinga
2412005;São Gonçalo do Amarante;RN;Caatinga
2412104;São João do Sabugi;RN;Caatinga
2412203;São José de Mipibu;RN;Caatinga
2412302;São José do Campestre;RN;Caatinga
2412401;São José do Seridó;RN;Caatinga
2412500;São Miguel;RN;Caatinga
2412559;São Miguel do Gostoso;RN;Caatinga
2412609;São Paulo do Potengi;RN;Caatinga
2412708;São Pedro;RN;Caatinga
2412807;São Rafael;RN;Caatinga
2412906;São Tomé;RN;Caatinga
2413003;São Vicente;RN;Caatinga
2413102;Senador Elói de Souza;RN;Caatinga
2413201;Senador Georgino Avelino;RN;Mata Atlântica
2413300;Serra de São Bento;RN;Caatinga
2413359;Serra do Mel;RN;Caatinga
2413409;Serra Negra do Norte;RN;Caatinga
2413508;Serrinha;RN;Caatinga
2413557;Serrinha dos Pintos;RN;Caatinga
2413607;Severiano Melo;RN;Caatinga
2413706;Sítio Novo;RN;Caatinga
2413805;Taboleiro Grande;RN;Caatinga
2413904;Taipu;RN;Caatinga
2414001;Tangará;RN;Caatinga
2414100;Tenente Ananias;RN;Caatinga
2414159;Tenente Laurentino Cruz;RN;Caatinga
2414209;Tibau do Sul;RN;Mata Atlântica
2414308;Timbaúba dos Batistas;RN;Caatinga
2414407;Touros;RN;Caatinga
2414456;Triunfo Potiguar;RN;Caatinga
2414506;Umarizal;RN;Caatinga
2414605;Upanema;RN;Caatinga
2414704;Várzea;RN;Caatinga
2414753;Venha-Ver;RN;Caatinga
2414803;Vera Cruz;RN;Caatinga
2414902;Viçosa;RN;Caatinga
2415008;Vila Flor;RN;Mata Atlântica
2500106;Água Branca;PB;Caatinga
2500205;Aguiar;PB;Caatinga
2500304;Alagoa Grande;PB;Caatinga
2500403;Alagoa Nova;PB;Caatinga
2500502;Alagoinha;PB;Caatinga
2500536;Alcantil;PB;Caatinga
2500577;Algodão de Jandaíra;PB;Caatinga
2500601;Alhandra;PB;Mata Atlântica
2500700;São João do Rio do Peixe;PB;Caatinga
2500734;Amparo;PB;Caatinga
2500775;Aparecida;PB;Caatinga
2500809;Araçagi;PB;Caatinga
2500908;Arara;PB;Caatinga
2501005;Araruna;PB;Caatinga
2501104;Areia;PB;Caatinga
2501153;Areia de Baraúnas;PB;Caatinga
2501203;Areial;PB;Caatinga
2501302;Aroeiras;PB;Caatinga
2501351;Assunção;PB;Caatinga
2501401;Baía da Traição;PB;Mata Atlântica
2501500;Bananeiras;PB;Caatinga
2501534;Baraúna;PB;Caatinga
2501575;Barra de Santana;PB;Caatinga
2501609;Barra de Santa Rosa;PB;Caatinga
2501708;Barra de São Miguel;PB;Caatinga
2501807;Bayeux;PB;Mata Atlântica
2501906;Belém;PB;Caatinga
2502003;Belém do Brejo do Cruz;PB;Caatinga
2502052;Bernardino Batista;PB;Caatinga
2502102;Boa Ventura;PB;Caatinga
2502151;Boa Vista;PB;Caatinga
2502201;Bom Jesus;PB;Caatinga
2502300;Bom Sucesso;PB;Caatinga
2502409;Bonito de Santa Fé;PB;Caatinga
2502508;Boqueirão;PB;Caatinga
2502607;Igaracy;PB;Caatinga
2502706;Borborema;PB;Caatinga
2502805;Brejo do Cruz;PB;Caatinga
2502904;Brejo dos Santos;PB;Caatinga
2503001;Caaporã;PB;Mata Atlântica
2503100;Cabaceiras;PB;Caatinga
2503209;Cabedelo;PB;Mata Atlântica
2503308;Cachoeira dos Índios;PB;Caatinga
2503407;Cacimba de Areia;PB;Caatinga
2503506;Cacimba de Dentro;PB;Caatinga
2503555;Cacimbas;PB;Caatinga
2503605;Caiçara;PB;Caatinga
2503704;Cajazeiras;PB;Caatinga
2503753;Cajazeirinhas;PB;Caatinga
2503803;Caldas Brandão;PB;Caatinga
2503902;Camalaú;PB;Caatinga
2504009;Campina Grande;PB;Caatinga
2504033;Capim;PB;Mata Atlântica
2504074;Caraúbas;PB;Caatinga
2504108;Carrapateira;PB;Caatinga
2504157;Casserengue;PB;Caatinga
2504207;Catingueira;PB;Caatinga
2504306;Catolé do Rocha;PB;Caatinga
2504355;Caturité;PB;Caatinga
2504405;Conceição;PB;Caatinga
2504504;Condado;PB;Caatinga
2504603;Conde;PB;Mata Atlântica
2504702;Congo;PB;Caatinga
2504801;Coremas;PB;Caatinga
2504850;Coxixola;PB;Caatinga
2504900;Cruz do Espírito Santo;PB;Mata Atlântica
2505006;Cubati;PB;Caatinga
2505105;Cuité;PB;Caatinga
2505204;Cuitegi;PB;Caatinga
2505238;Cuité de Mamanguape;PB;Caatinga
2505279;Curral de Cima;PB;Caatinga
2505303;Curral Velho;PB;Caatinga
2505352;Damião;PB;Caatinga
2505402;Desterro;PB;Caatinga
2505501;Vista Serrana;PB;Caatinga
2505600;Diamante;PB;Caatinga
2505709;Dona Inês;PB;Caatinga
2505808;Duas Estradas;PB;Caatinga
2505907;Emas;PB;Caatinga
2506004;Esperança;PB;Caatinga
2506103;Fagundes;PB;Caatinga
2506202;Frei Martinho;PB;Caatinga
